category_name,property_type,building_size,land_size,preferred_size,listing_agency,price,location_number,address,address_1,city,state,zip_code,phone,product_depth,bedroom_count,bathroom_count,parking_count,RunDate
"Real Estate & Property for sale in DARWIN, NT 0801",Unit,,74.0,74.0,Ray White Bayside - FANNIE BAY,280000.0,139400079,"3/2 James Street, Stuart Park, NT 0820",3/2 James Street,Stuart Park,NT,820,08 8986 7131,premiere,2.0,1.0,1.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Unit,,320.0,320.0,Raine & Horne - Darwin,275000325000.0,139399967,"4/55 Mannikan Court, Bakewell, NT 0832",4/55 Mannikan Court,Bakewell,NT,832,08 8941 8941,premiere,2.0,1.0,3.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Residential Land,,627.0,627.0,Alliance Realty - Larrakeyah,269000.0,203327539,"43 Inverway Cct, Farrar, NT 0830",43 Inverway Cct,Farrar,NT,830,08 8982 8282,premiere,,,,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Acreage,,2.02,2.02,Litchfield Realty - Humpty Doo,750000.0,139398515,"165 Pioneer Drive, Humpty Doo, NT 0836",165 Pioneer Drive,Humpty Doo,NT,836,08 8988 2343,premiere,4.0,2.0,6.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Unit,,174.0,174.0,First National Real Estate O'Donoghues - Darwin,285000.0,139397735,"5/26 Forrest Parade, Bakewell, NT 0832",5/26 Forrest Parade,Bakewell,NT,832,08 8942 8942,premiere,2.0,1.0,1.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,243.0,766.0,766.0,Call2View Real Estate - Palmerston,599000.0,139396347,"23 Majestic Drive, Durack, NT 0830",23 Majestic Drive,Durack,NT,830,08 8932 8858,premiere,4.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,,,,Real Estate Central - DARWIN CITY,455000.0,139395811,"10/39 Cavenagh Street, Darwin City, NT 0800",10/39 Cavenagh Street,Darwin City,NT,800,08 8943 3000,premiere,2.0,2.0,1.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,,,Real Estate Central Projects - Darwin,,139395087,"51 Annaburroo Crescent, Tiwi, NT 0810",51 Annaburroo Crescent,Tiwi,NT,810,08 8943 3000,premiere,3.0,1.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Unit,,,,LJ Hooker Darwin -   ,,139394699,"18/2 Kurringal Court, Fannie Bay, NT 0820",18/2 Kurringal Court,Fannie Bay,NT,820,08 8924 0900,premiere,1.0,1.0,0.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Unit,,261.0,261.0,Elders Real Estate - Darwin,575000.0,139393795,"10/22 Sergison Circuit, Rapid Creek, NT 0810",10/22 Sergison Circuit,Rapid Creek,NT,810,08 8946 0500,premiere,3.0,2.0,3.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,838.0,838.0,Elders Real Estate - Darwin,,139393387,"4 Flora Court, Anula, NT 0812",4 Flora Court,Anula,NT,812,08 8946 0500,premiere,4.0,2.0,3.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,,,,Professionals - DARWIN CITY,280000.0,139393067,"12 51 Knuckey Street, Darwin City, NT 0800",12 51 Knuckey Street,Darwin City,NT,800,08 8941 8289,premiere,1.0,1.0,1.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,,,Real Estate Central - DARWIN CITY,,139391611,"85 Rapid Creek Road, Rapid Creek, NT 0810",85 Rapid Creek Road,Rapid Creek,NT,810,08 8943 3000,premiere,4.0,3.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,450.0,450.0,For Sale By Owner                                                                                   ,579000.0,139390543,"49 Tuckeroo Boulevard, Zuccoli, NT 0832",49 Tuckeroo Boulevard,Zuccoli,NT,832,1300 114 970,standard,4.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,807.0,807.0,First National Real Estate O'Donoghues - Darwin,,139389739,"13 Notley Place, Parap, NT 0820",13 Notley Place,Parap,NT,820,08 8942 8942,premiere,4.0,3.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,801.0,801.0,Elders Real Estate - Darwin,530000.0,139388739,"50 Mullamulla Circuit, Karama, NT 0812",50 Mullamulla Circuit,Karama,NT,812,08 8946 0500,premiere,3.0,1.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,592.0,592.0,Elders Real Estate - Darwin,,139387895,"14 Tambling Street, Durack, NT 0830",14 Tambling Street,Durack,NT,830,08 8946 0500,premiere,4.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,,,Real Estate Central - DARWIN CITY,,139387107,"116 James Circuit, Woodroffe, NT 0830",116 James Circuit,Woodroffe,NT,830,08 8943 3000,premiere,5.0,3.0,3.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Townhouse,,287.0,287.0,Ray White - NIGHTCLIFF,5.0,139387071,"16/18 Annear Court, Stuart Park, NT 0820",16/18 Annear Court,Stuart Park,NT,820,08 8982 2403,premiere,3.0,3.0,3.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,337.0,2.0,2.0,Elders Real Estate - Palmerston,739000.0,139386923,"408 Wheewall Road, Berry Springs, NT 0838",408 Wheewall Road,Berry Springs,NT,838,08 8931 5000,premiere,4.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,356.0,850.0,850.0,Elders Real Estate - Palmerston,750000.0,139385719,"8 Taylor Crescent, Bellamack, NT 0832",8 Taylor Crescent,Bellamack,NT,832,08 8931 5000,premiere,4.0,2.0,3.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,225.0,796.0,796.0,Knight Frank (NT) - Darwin,,139385383,"7 Darla Place, Rosebery, NT 0832",7 Darla Place,Rosebery,NT,832,08 8982 2500,premiere,6.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,800.0,800.0,Absolute Real Estate NT - Darwin,535000.0,139383779,"47 Priest Circuit, Gray, NT 0830",47 Priest Circuit,Gray,NT,830,08 8930 6600,premiere,4.0,3.0,6.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,3.3,3.3,Red Earth Property,629000.0,139383619,"345 Thomas Road, Humpty Doo, NT 0836",345 Thomas Road,Humpty Doo,NT,836,0422315897,premiere,3.0,1.0,4.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Unit,,124.0,124.0,Absolute Real Estate NT - Darwin,275000.0,139383231,"5/26 Nudl Street, Stuart Park, NT 0820",5/26 Nudl Street,Stuart Park,NT,820,08 8930 6600,premiere,1.0,1.0,1.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Unit,,,,Freedom Property - Australia,,139382907,"64/14 Salonika Street, Parap, NT 0820",64/14 Salonika Street,Parap,NT,820,07 3999 8324,premiere,3.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,,,Raine & Horne - Darwin,550000.0,139382119,"6 Stapleton Court, Malak, NT 0812",6 Stapleton Court,Malak,NT,812,08 8941 8941,premiere,3.0,1.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,,,K G Young & Associates Pty Ltd - Darwin,639000.0,139381639,"7 Trochus Cres, Woolner, NT 0820",7 Trochus Cres,Woolner,NT,820,08 89 432 432,premiere,3.0,2.0,1.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Townhouse,,442.0,442.0,Elders Real Estate - Darwin,,139380823,"1/5 Pope Court, Bayview, NT 0820",1/5 Pope Court,Bayview,NT,820,08 8946 0500,premiere,3.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,815.0,815.0,First National Real Estate O'Donoghues - Darwin,650000.0,139378407,"26 Bell Crescent, Bellamack, NT 0832",26 Bell Crescent,Bellamack,NT,832,08 8942 8942,premiere,4.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,,,Real Estate Central - DARWIN CITY,,139377791,"2 Scott Street, Fannie Bay, NT 0820",2 Scott Street,Fannie Bay,NT,820,08 8943 3000,premiere,5.0,4.0,4.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,800.0,800.0,Elders Real Estate - Darwin,,139376807,"62 Wulagi Crescent, Wulagi, NT 0812",62 Wulagi Crescent,Wulagi,NT,812,08 8946 0500,premiere,3.0,3.0,6.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,,,,Real Estate Central - DARWIN CITY,,139376015,"24/5 Poinciana Street, Nightcliff, NT 0810",24/5 Poinciana Street,Nightcliff,NT,810,08 8943 3000,premiere,1.0,1.0,1.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Townhouse,,45.0,45.0,First National Real Estate O'Donoghues - Darwin,329000.0,139375779,"4/4 Belle Place, Millner, NT 0810",4/4 Belle Place,Millner,NT,810,08 8942 8942,premiere,2.0,1.0,1.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,,,,Real Estate Central - DARWIN CITY,,139373983,"1/6 Foelsche Street, Darwin City, NT 0800",1/6 Foelsche Street,Darwin City,NT,800,08 8943 3000,premiere,3.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,184.0,,184.0,Smith Real Estate NT,385000.0,139372067,"3/73D Ruddick Circuit, Stuart Park, NT 0820",3/73D Ruddick Circuit,Stuart Park,NT,820,0417272077,premiere,2.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,167.0,,167.0,Raine & Horne - Darwin,550000.0,139371843,"27/58 Bayview Boulevard, Bayview, NT 0820",27/58 Bayview Boulevard,Bayview,NT,820,08 8941 8941,premiere,3.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,174.0,680.0,680.0,Raine & Horne - Darwin,549000.0,139369823,"30 Dwyer Circuit, Driver, NT 0830",30 Dwyer Circuit,Driver,NT,830,08 8941 8941,premiere,5.0,2.0,4.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Unit,83.0,,83.0,Nick Mousellis Real Estate - Eview Group Member,300000.0,139369455,"3/17 Baroalba Street, Leanyer, NT 0812",3/17 Baroalba Street,Leanyer,NT,812,0411724000,premiere,2.0,1.0,1.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,,,,Cate Killiner Real Estate - Woolner,387000.0,139368543,"1/5 Warrego Court, Larrakeyah, NT 0820",1/5 Warrego Court,Larrakeyah,NT,820,08 8942 2283,standard,2.0,2.0,1.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,818.0,818.0,Renee's Realty NT - DURACK,420000.0,139367687,"15 Baldwin Drive, Woodroffe, NT 0830",15 Baldwin Drive,Woodroffe,NT,830,0417 718 149,premiere,3.0,1.0,4.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,817.0,817.0,Real Estate Central - DARWIN CITY,,139367311,"78 Vanderlin Drive, Wulagi, NT 0812",78 Vanderlin Drive,Wulagi,NT,812,08 8943 3000,premiere,3.0,1.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Townhouse,,,,Dunvegan Real Estate - PALMERSTON ,590000.0,139366871,"9/41 Bermingham Crescent, Bayview, NT 0820",9/41 Bermingham Crescent,Bayview,NT,820,0408 952 595,premiere,3.0,3.0,3.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,494.0,494.0,Call2View Real Estate - Palmerston,489000.0,139365199,"59 Royal Circuit, Durack, NT 0830",59 Royal Circuit,Durack,NT,830,08 8932 8858,premiere,3.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,485.0,485.0,LJ Hooker Darwin -   ,569000.0,139364171,"61 Paperbark Crescent, Zuccoli, NT 0832",61 Paperbark Crescent,Zuccoli,NT,832,08 8924 0900,premiere,4.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,813.0,813.0,All About Real Estate NT - DARWIN CITY,435000.0,139364059,"25 Baldwin Drive, Woodroffe, NT 0830",25 Baldwin Drive,Woodroffe,NT,830,0438 404 848,premiere,3.0,1.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,275.0,1.86,1.86,Real Estate Central - DARWIN CITY,1650000.0,139363919,"5 Schirmer Court, Howard Springs, NT 0835",5 Schirmer Court,Howard Springs,NT,835,08 8943 3000,premiere,4.0,4.0,10.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Residential Land,,450.0,450.0,Kellaborate - Lee Point,293000.0,600031186,,,Lee Point,NT,810,1300 737 589,premiere,,,,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Residential Land,,450.0,450.0,Kellaborate - Lee Point,293000.0,600031186,,,Lee Point,NT,810,1300 737 589,premiere,,,,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Residential Land,,450.0,450.0,Kellaborate - Lee Point,293000.0,600031186,"Lot 12801, Aldenham Road, Lee Point, NT 0810","Lot 12801, Aldenham Road",Lee Point,NT,810,1300 737 589,premiere,,,,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Duplex/Semi-detached,,,,Cate Killiner Real Estate - Woolner,495000.0,139363619,"2/5 Fay Court, Rapid Creek, NT 0810",2/5 Fay Court,Rapid Creek,NT,810,08 8942 2283,standard,3.0,1.0,1.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Unit,173.0,,173.0,Elders Real Estate - Darwin,439000.0,139363187,"16/14 Dashwood Place, Darwin City, NT 0800",16/14 Dashwood Place,Darwin City,NT,800,08 8946 0500,premiere,2.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Acreage,,2.0,2.0,No Agent Property - BRIGHTON EAST,875000.0,139362975,"90 Doxas Road, Humpty Doo, NT 0836",90 Doxas Road,Humpty Doo,NT,836,1300 850 855,standard,4.0,2.0,3.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,,,Real Estate NT by George Pikos - FANNIE BAY,,139362087,"53 Dripstone Rd, Alawa, NT 0810",53 Dripstone Rd,Alawa,NT,810,08 8941 9959,premiere,3.0,1.0,3.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,,,,Get Realty - PALMERSTON CITY,,139356439,"8/6 Houston Street, Larrakeyah, NT 0820",8/6 Houston Street,Larrakeyah,NT,820,0416175735,premiere,2.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,,,,Urban Land Sales - DARWIN CITY,380000.0,139361499,"217/129 Flynn Circuit, Bellamack, NT 0832",217/129 Flynn Circuit,Bellamack,NT,832,0484067003,standard,3.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,,,,Urban Land Sales - DARWIN CITY,240000.0,139361483,"224/129  Flynn Circuit, Bellamack, NT 0832",224/129  Flynn Circuit,Bellamack,NT,832,0484067003,standard,1.0,1.0,1.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,,,,Urban Land Sales - DARWIN CITY,315000.0,139361427,"234/129  Flynn Circuit, Bellamack, NT 0832",234/129  Flynn Circuit,Bellamack,NT,832,0484067003,standard,2.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,2461.93,806.0,806.0,Gordon & Associates - GIRRAWEEN,570000.0,139360135,"14 Regulus Court, Woodroffe, NT 0830",14 Regulus Court,Woodroffe,NT,830,0417 897 921,premiere,4.0,3.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,,,Elaine Mills Property Management - COOLALINGA,460000.0,139358871,"26   Maurice Terrace, Bakewell, NT 0832",26   Maurice Terrace,Bakewell,NT,832,08 8983 1800,premiere,3.0,2.0,0.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,811.0,811.0,For Sale By Owner                                                                                   ,685000.0,139356871,"160 Leanyer Drive, Leanyer, NT 0812",160 Leanyer Drive,Leanyer,NT,812,1300 114 970,standard,3.0,1.0,5.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,236.0,,236.0,Knight Frank (NT) - Darwin,775000.0,139356543,"406/130 Esplanade, Darwin City, NT 0800",406/130 Esplanade,Darwin City,NT,800,08 8982 2500,premiere,3.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Other,190.0,,,Sale By Home Owner - Australia,429000.0,700199623,"15 Dinah Crt, Stuart Park, NT 0820",15 Dinah Crt,Stuart Park,NT,820,1300 609 392,standard,3.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,702.0,702.0,Sale By Home Owner - Australia,635000.0,139349547,"34 Gerardine Cresent, Bellamack, NT 0832",34 Gerardine Cresent,Bellamack,NT,832,1300 609 392,standard,4.0,2.0,4.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,181.0,,181.0,Get Realty - PALMERSTON CITY,625000.0,139349347,"2403/43E Knuckey Street, Darwin City, NT 0800",2403/43E Knuckey Street,Darwin City,NT,800,0416175735,premiere,3.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,,,Ausway Group,580000.0,139349231,"10 McGrath St, Bellamack, NT 0832",10 McGrath St,Bellamack,NT,832,0451125286,premiere,4.0,2.0,0.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,2.0,2.0,Real Estate Central - DARWIN CITY,700000.0,139348191,"100 Eugene Road, Virginia, NT 0834",100 Eugene Road,Virginia,NT,834,08 8943 3000,premiere,4.0,2.0,4.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,187.0,646.0,646.0,Elders Real Estate - Palmerston,411.0,139348015,"11 Foxtail Grove, Durack, NT 0830",11 Foxtail Grove,Durack,NT,830,08 8931 5000,premiere,5.0,3.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,,,Cate Killiner Real Estate - Woolner,399000.0,139347107,"5 Bailey Circuit, Driver, NT 0830",5 Bailey Circuit,Driver,NT,830,08 8942 2283,standard,3.0,1.0,1.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,860.0,860.0,LJ Hooker Darwin -   ,750000.0,139344487,"94 Lind Road, Johnston, NT 0832",94 Lind Road,Johnston,NT,832,08 8924 0900,premiere,5.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,820.0,820.0,LJ Hooker Darwin -   ,480000.0,139344491,"30 Yirra Crescent, Rosebery, NT 0832",30 Yirra Crescent,Rosebery,NT,832,08 8924 0900,premiere,3.0,1.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,,,Real Estate Central - DARWIN CITY,,139342091,"16 Carrington Street, Millner, NT 0810",16 Carrington Street,Millner,NT,810,08 8943 3000,premiere,3.0,1.0,0.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,228.0,2.0,2.0,Elders Real Estate - Palmerston,,139341183,"82 Bundey Road, Humpty Doo, NT 0836",82 Bundey Road,Humpty Doo,NT,836,08 8931 5000,premiere,3.0,1.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Duplex/Semi-detached,,394.0,394.0,Elders Real Estate - Palmerston,529000.0,139340991,"2/11 Constant Street, Coolalinga, NT 0839",2/11 Constant Street,Coolalinga,NT,839,08 8931 5000,premiere,3.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,212.0,2.32,2.32,Piening Property Sales - COOLALINGA,,139340351,"254 Hutchison Road, Herbert, NT 0836",254 Hutchison Road,Herbert,NT,836,0429826650,premiere,3.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,,,Real Estate Central Projects - Darwin,650000.0,139339651,"115 Zuccoli Parade, Zuccoli, NT 0832",115 Zuccoli Parade,Zuccoli,NT,832,08 8943 3000,premiere,4.0,2.0,4.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Unit,,,,Territory Real Estate - Darwin,599000.0,139339003,"111/19 Kitchener Drive, Darwin City, NT 0800",111/19 Kitchener Drive,Darwin City,NT,800,0889855678,premiere,2.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Townhouse,,,,Real Estate Central - DARWIN CITY,659000.0,139337367,"4/5 Voyager Street, Stuart Park, NT 0820",4/5 Voyager Street,Stuart Park,NT,820,08 8943 3000,premiere,3.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Townhouse,,,,Freedom Property - Australia,,139336711,"6/4 Palm Street, Nightcliff, NT 0810",6/4 Palm Street,Nightcliff,NT,810,07 3999 8324,premiere,2.0,1.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,69.0,,69.0,Knight Frank (NT) - Darwin,490000.0,139336003,"6604/7 Anchorage Court, Darwin City, NT 0800",6604/7 Anchorage Court,Darwin City,NT,800,08 8982 2500,premiere,1.0,1.0,1.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,2.02,2.02,Complete Real Estate (NT),500000.0,139335535,"260 Hillier Road, Howard Springs, NT 0835",260 Hillier Road,Howard Springs,NT,835,08 8983 1266,premiere,3.0,1.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,881.0,881.0,Raine & Horne - Darwin,405000.0,139329847,"9 Staghorn Court, Moulden, NT 0830",9 Staghorn Court,Moulden,NT,830,08 8941 8941,premiere,3.0,1.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,189.0,641.0,641.0,Elders Real Estate - Palmerston,545000.0,139328787,"4 Buckingham Street, Gunn, NT 0832",4 Buckingham Street,Gunn,NT,832,08 8931 5000,premiere,3.0,2.0,2.0,2022-05-27 15:54:05
